Official Symbol Interactor A,Official Symbol Interactor B,Interactor A Encoded,Interactor B Encoded,Prediction_Prob,Prediction
HSP90AB1,TRIM71,1122,2433,0.99,1
HSP90AB1,AKT1S1,1122,77,0.99,1
HSP90AB1,FLNA,1122,919,0.99,1
HSP90AB1,SRGAP3,1122,2226,0.99,1
HSP90AB1,GSN,1122,1042,1.0,1
HSP90AB1,CSNK1A1,1122,568,0.99,1
HSP90AB1,HAUS5,1122,1071,0.99,1
HSP90AB1,NOTCH1,1122,1581,0.98,1
HSP90AB1,CSGALNACT1,1122,567,0.99,1
HSP90AB1,PRKAR2A,1122,1829,0.99,1
HSP90AB1,HSPA5,1122,1127,1.0,1
HSP90AB1,GSTA1,1122,1043,1.0,1
HSP90AB1,Gm8129,1122,1059,0.99,1
HSP90AB1,SPTBN5,1122,2224,0.99,1
HSP90AB1,CSNK1E,1122,570,0.99,1
HSP90AB1,HAP1,1122,1066,1.0,1
HSP90AB1,ARHGDIB,1122,131,0.99,1
HSP90AB1,TRIM41,1122,2430,1.0,1
HSP90AB1,HAUS8,1122,1074,0.99,1
HSP90AB1,GRXCR1,1122,1039,1.0,1
HSP90AB1,GUCY2F,1122,1055,0.99,1
HSP90AB1,TRMT5,1122,2438,0.99,1
HSP90AB1,HAVCR1,1122,1075,0.99,1
HSP90AB1,GSF2,1122,1040,1.0,1
HSP90AB1,NOSTRIN,1122,1580,0.98,1
HSP90AB1,TRIM9,1122,2435,0.99,1
HSP90AB1,YWHAQ,1122,2637,1.0,1
HSP90AB1,CYFIP2,1122,595,0.99,1
HSP90AB1,HSPA12B,1122,1124,1.0,1
HSP90AB1,HAUS4,1122,1070,0.99,1
HSP90AB1,TUBA1C,1122,2481,1.0,1
HSP90AB1,MAP4,1122,1407,0.98,1
HSP90AB1,APOH,1122,115,0.98,1
HSP90AB1,CSNK1G1,1122,571,0.99,1
HSP90AB1,EFCAB1,1122,759,0.99,1
HSP90AB1,MAP6,1122,1408,0.98,1
HSP90AB1,MAP2K1,1122,1406,0.98,1
HSP90AB1,TRMT6,1122,2439,0.99,1
HSP90AB1,TRIP11,1122,2436,0.99,1
HSP90AB1,PRKACB,1122,1824,1.0,1
HSP90AB1,MAP1LC3B,1122,1405,0.98,1
HSP90AB1,APOO,1122,117,0.99,1
HSP90AB1,AP3B1,1122,105,0.99,1
HSP90AB1,SQSTM1,1122,2225,0.99,1
HSP90AB1,EFCAB12,1122,761,0.99,1
HSP90AB1,ARID4B,1122,136,0.98,1
HSP90AB1,HAL,1122,1065,0.99,1
HSP90AB1,ARHGEF11,1122,133,0.98,1
HSP90AB1,EDC4,1122,755,0.99,1
HSP90AB1,EDEM1,1122,756,0.99,1
HSP90AB1,HSP90AA5P,1122,1121,1.0,1
HSP90AB1,HTT,1122,1133,1.0,1
HSP90AB1,EFCAB11,1122,760,0.99,1
HSP90AB1,HSPA1L,1122,1125,1.0,1
HSP90AB1,NONO,1122,1578,0.98,1
HSP90AB1,ARF5,1122,122,0.99,1
HSP90AB1,ANXA1,1122,103,0.99,1
HSP90AB1,TTR,1122,2477,1.0,1
HSP90AB1,TUBB,1122,2484,0.99,1
HSP90AB1,YTHDF3,1122,2633,1.0,1
HSP90AB1,H2afj,1122,1064,0.99,1
HSP90AB1,H2AFJ,1122,1063,0.99,1
HSP90AB1,GUCY2D,1122,1054,0.99,1
HSP90AB1,ARHGEF19,1122,134,0.98,1
HSP90AB1,ARG1,1122,125,0.99,1
HSP90AB1,ALAS2,1122,78,0.99,1
HSP90AB1,ARHGEF3,1122,135,0.98,1
HSP90AB1,TRIM36,1122,2429,1.0,1
HSP90AB1,CSNK1D,1122,569,0.99,1
HSP90AB1,EEF1D,1122,758,0.99,1
HSP90AB1,GUCA1A,1122,1050,0.99,1
HSP90AB1,ARHGDIG,1122,132,0.98,1
HSP90AB1,GYPA,1122,1056,0.99,1
HSP90AB1,HAUS7,1122,1073,0.99,1
HSP90AB1,YWHAG,1122,2635,1.0,1
HSP90AB1,GTT1,1122,1049,0.99,1
HSP90AB1,PRKACG,1122,1825,1.0,1
HSP90AB1,TRMT12,1122,2437,0.99,1
HSP90AB1,HAUS6,1122,1072,0.99,1
HSP90AB1,GTF2E1,1122,1047,0.99,1
HSP90AB1,ALDH1A1,1122,79,0.99,1
HSP90AB1,TRIM59,1122,2432,0.99,1
HSP90AB1,TUBA1A,1122,2479,1.0,1
HSP90AB1,CWC25,1122,593,0.99,1
HSP90AB1,CTD-3148I10.1,1122,585,1.0,1
HSP90AB1,SPTAN1,1122,2223,0.99,1
HSP90AB1,TUBA3D,1122,2482,1.0,1
HSP90AB1,HIPK1,1122,1089,1.0,1
HSP90AB1,ARAF,1122,119,0.99,1
HSP90AB1,APOL1,1122,116,0.99,1
HSP90AB1,TUBA4A,1122,2483,1.0,1
HSP90AB1,TTLL3,1122,2470,1.0,1
HSP90AB1,TUB,1122,2478,1.0,1
HSP90AB1,ARL3,1122,140,0.98,1
HSP90AB1,CYP2C8,1122,598,0.99,1
HSP90AB1,ARHGAP27,1122,128,0.99,1
HSP90AB1,FNBP1L,1122,923,0.99,1
HSP90AB1,YWHAH,1122,2636,1.0,1
HSP90AB1,TTLL9,1122,2476,1.0,1
HSP90AB1,Gtf2e2,1122,1061,0.99,1
HSP90AB1,TTLL11,1122,2469,1.0,1
HSP90AB1,FLOT2,1122,921,0.99,1
HSP90AB1,ANXA4,1122,104,0.99,1
HSP90AB1,TTLL4,1122,2471,1.0,1
HSP90AB1,CYB5D1,1122,594,0.99,1
HSP90AB1,HSPBP1,1122,1130,1.0,1
HSP90AB1,HCST,1122,1077,0.99,1
HSP90AB1,PRKACA,1122,1823,1.0,1
HSP90AB1,TUBB2A,1122,2485,0.99,1
HSP90AB1,ARL2BP,1122,139,0.98,1
HSP90AB1,HSPB11,1122,1129,1.0,1
HSP90AB1,TTLL8,1122,2475,1.0,1
HSP90AB1,TRIM46,1122,2431,1.0,1
HSP90AB1,HAUS1,1122,1067,1.0,1
HSP90AB1,TRIM73,1122,2434,0.99,1
HSP90AB1,HDDC3,1122,1080,1.0,1
HSP90AB1,TTLL5,1122,2472,1.0,1
CTNNB1,GTF2H1,587,1048,0.99,1
CTNNB1,APP,587,118,1.0,1
CTNNB1,PSMC2,587,1853,1.0,1
CTNNB1,PSEN2,587,1851,1.0,1
CTNNB1,HSP90B1,587,1123,1.0,1
CTNNB1,PAX1,587,1681,0.99,1
CTNNB1,AKT1,587,76,0.99,1
CTNNB1,GSTA2,587,1044,1.0,1
CTNNB1,HSPA8,587,1128,1.0,1
CTNNB1,GUCA1C,587,1052,0.99,1
CTNNB1,HIST1H3C,587,1094,0.98,1
CTNNB1,HDAC6,587,1079,1.0,1
CTNNB1,PAXBP1,587,1682,0.99,1
CTNNB1,HIST1H4H,587,1095,0.98,1
CTNNB1,PSMA2,587,1852,1.0,1
CTNNB1,HAUS3,587,1069,1.0,1
CTNNB1,GUCA1B,587,1051,0.99,1
CTNNB1,HAUS2,587,1068,1.0,1
CTNNB1,GUCA2B,587,1053,0.99,1
CTNNB1,GSK3B,587,1041,1.0,1
CTNNB1,HCN2,587,1076,1.0,1
CTNNB1,GSTM5,587,1046,0.99,1
CTNNB1,Gsk3b,587,1060,0.99,1
CTNNB1,HSPA4L,587,1126,1.0,1
CTNNB1,HHIP,587,1087,1.0,1
CTNNB1,PRKAR2B,587,1830,0.99,1
CTNNB1,HDA3,587,1078,1.0,1
CTNNB1,GSTM3,587,1045,0.99,1
CTNNB1,HSP90AA1,587,1120,1.0,1
CTNNB1,HIF1A,587,1088,1.0,1
CTNNB1,PRKCH,587,1831,0.99,1
CTNNB1,Gfap,587,1057,0.99,1
CTNNB1,H2-Aa,587,1062,0.99,1
CTNNB1,PCM1,587,1695,0.99,1
CTNNB1,AKIRIN1,587,73,0.99,1
CTNNB1,Gm4779,587,1058,0.99,1
CTNNB1,AKT1S1,587,77,0.99,1
CTNNB1,GSN,587,1042,1.0,1
CTNNB1,HAUS5,587,1071,1.0,1
CTNNB1,PCNT,587,1697,0.99,1
CTNNB1,PRKAR2A,587,1829,0.99,1
CTNNB1,HSPA5,587,1127,1.0,1
CTNNB1,PARS2,587,1680,0.99,1
CTNNB1,GSTA1,587,1043,1.0,1
CTNNB1,Gm8129,587,1059,0.99,1
CTNNB1,HAP1,587,1066,1.0,1
CTNNB1,PCMTD1,587,1696,0.99,1
CTNNB1,HAUS8,587,1074,1.0,1
CTNNB1,PARD3,587,1677,0.99,1
CTNNB1,GRXCR1,587,1039,1.0,1
CTNNB1,GUCY2F,587,1055,0.99,1
CTNNB1,HAVCR1,587,1075,1.0,1
CTNNB1,GSF2,587,1040,1.0,1
CTNNB1,PSMC5,587,1854,1.0,1
CTNNB1,HSPA12B,587,1124,1.0,1
CTNNB1,HAUS4,587,1070,1.0,1
CTNNB1,HSP90AB1,587,1122,1.0,1
CTNNB1,HIST1H2BF,587,1093,0.98,1
CTNNB1,HIST1H2BC,587,1092,0.98,1
CTNNB1,HAL,587,1065,0.99,1
CTNNB1,PCDHB15,587,1689,0.98,1
CTNNB1,AKR1E2,587,75,0.98,1
CTNNB1,HSP90AA5P,587,1121,1.0,1
CTNNB1,PCDH15,587,1685,0.98,1
CTNNB1,HSPA1L,587,1125,1.0,1
CTNNB1,H2afj,587,1064,0.99,1
CTNNB1,PCDHA4,587,1687,0.98,1
CTNNB1,PCGF1,587,1693,0.99,1
CTNNB1,H2AFJ,587,1063,0.99,1
CTNNB1,GUCY2D,587,1054,0.99,1
CTNNB1,ALAS2,587,78,0.99,1
CTNNB1,PARP15,587,1679,0.99,1
CTNNB1,GUCA1A,587,1050,0.99,1
CTNNB1,PSEN1,587,1850,1.0,1
CTNNB1,GYPA,587,1056,0.99,1
CTNNB1,PBX1,587,1683,0.99,1
CTNNB1,HAUS7,587,1073,1.0,1
CTNNB1,GTT1,587,1049,0.99,1
CTNNB1,PCGF6,587,1694,0.99,1
CTNNB1,HIST1H1D,587,1091,0.98,1
CTNNB1,PARD6A,587,1678,0.99,1
CTNNB1,HAUS6,587,1072,1.0,1
CTNNB1,GTF2E1,587,1047,0.99,1
CTNNB1,HIPK1,587,1089,1.0,1
CTNNB1,PCDHA8,587,1688,0.98,1
CTNNB1,ARAF,587,119,1.0,1
CTNNB1,AKAP9,587,72,0.99,1
CTNNB1,PCBD2,587,1684,0.98,1
CTNNB1,PCDHA10,587,1686,0.98,1
CTNNB1,Gtf2e2,587,1061,0.99,1
CTNNB1,AKNAD1,587,74,0.98,1
CTNNB1,HSPBP1,587,1130,1.0,1
CTNNB1,HCST,587,1077,1.0,1
CTNNB1,HSPB11,587,1129,1.0,1
CTNNB1,PSMD10,587,1855,1.0,1
CTNNB1,HAUS1,587,1067,1.0,1
CTNNB1,HIST1H1A,587,1090,0.98,1
CTNNB1,HDDC3,587,1080,1.0,1
VHL,HUWE1,2562,1134,0.99,1
VHL,HSP90B1,2562,1123,0.99,1
VHL,HSPA8,2562,1128,0.99,1
VHL,HSPA4L,2562,1126,0.99,1
VHL,HSP90AA1,2562,1120,0.99,1
VHL,HSPA5,2562,1127,0.99,1
VHL,HSPA12B,2562,1124,0.99,1
VHL,HSP90AB1,2562,1122,0.99,1
VHL,HTR6,2562,1131,0.98,1
VHL,HTRA2,2562,1132,0.98,1
VHL,HSP90AA5P,2562,1121,0.99,1
VHL,HTT,2562,1133,0.99,1
VHL,HSPA1L,2562,1125,0.99,1
VHL,HSPBP1,2562,1130,0.99,1
VHL,HSPB11,2562,1129,0.99,1
AURKA,HSP90B1,186,1123,1.0,1
AURKA,GSTA2,186,1044,0.98,1
AURKA,HSPA8,186,1128,1.0,1
AURKA,GSK3B,186,1041,0.98,1
AURKA,HSPA4L,186,1126,1.0,1
AURKA,HSP90AA1,186,1120,1.0,1
AURKA,GSN,186,1042,0.98,1
AURKA,HSPA5,186,1127,1.0,1
AURKA,GSTA1,186,1043,0.98,1
AURKA,GRXCR1,186,1039,0.98,1
AURKA,GSF2,186,1040,0.98,1
AURKA,HSPA12B,186,1124,1.0,1
AURKA,HSP90AB1,186,1122,1.0,1
AURKA,HSP90AA5P,186,1121,1.0,1
AURKA,HSPA1L,186,1125,1.0,1
AURKA,HSPBP1,186,1130,1.0,1
AURKA,HSPB11,186,1129,1.0,1
NOTO,HUWE1,1582,1134,0.99,1
NOTO,HSP90B1,1582,1123,1.0,1
NOTO,HSPA8,1582,1128,1.0,1
NOTO,HSPA4L,1582,1126,1.0,1
NOTO,HSP90AA1,1582,1120,1.0,1
NOTO,HSPA5,1582,1127,1.0,1
NOTO,HSPA12B,1582,1124,1.0,1
NOTO,HSP90AB1,1582,1122,1.0,1
NOTO,HTR6,1582,1131,0.98,1
NOTO,HSP90AA5P,1582,1121,1.0,1
NOTO,HTT,1582,1133,0.99,1
NOTO,HSPA1L,1582,1125,1.0,1
NOTO,HSPBP1,1582,1130,1.0,1
NOTO,HSPB11,1582,1129,1.0,1
PSEN1,HUWE1,1850,1134,1.0,1
PSEN1,HSP90B1,1850,1123,0.98,1
PSEN1,HSPA8,1850,1128,1.0,1
PSEN1,HDAC6,1850,1079,0.98,1
PSEN1,CTNNB1,1850,587,0.99,1
PSEN1,HSPA4L,1850,1126,1.0,1
PSEN1,HSP90AA1,1850,1120,0.98,1
PSEN1,CTNNAL1,1850,586,0.99,1
PSEN1,CTSO,1850,588,0.99,1
PSEN1,HSPA5,1850,1127,1.0,1
PSEN1,HSPA12B,1850,1124,1.0,1
PSEN1,HSP90AB1,1850,1122,0.98,1
PSEN1,HTR6,1850,1131,0.98,1
PSEN1,HTRA2,1850,1132,0.98,1
PSEN1,HSP90AA5P,1850,1121,0.98,1
PSEN1,HTT,1850,1133,1.0,1
PSEN1,HSPA1L,1850,1125,1.0,1
PSEN1,CTD-2373H9.6,1850,584,0.99,1
PSEN1,CTD-3148I10.1,1850,585,0.99,1
PSEN1,HSPBP1,1850,1130,1.0,1
PSEN1,HSPB11,1850,1129,1.0,1
PSEN1,HDDC3,1850,1080,0.98,1
CSNK1A1,GTF2H1,568,1048,0.99,1
CSNK1A1,APP,568,118,1.0,1
CSNK1A1,HSP90B1,568,1123,1.0,1
CSNK1A1,AKT1,568,76,0.99,1
CSNK1A1,GSTA2,568,1044,1.0,1
CSNK1A1,HSPA8,568,1128,1.0,1
CSNK1A1,GUCA1C,568,1052,0.99,1
CSNK1A1,HIST1H3C,568,1094,0.98,1
CSNK1A1,HDAC6,568,1079,1.0,1
CSNK1A1,CTNNB1,568,587,1.0,1
CSNK1A1,HIST1H4H,568,1095,0.98,1
CSNK1A1,HAUS3,568,1069,1.0,1
CSNK1A1,GUCA1B,568,1051,0.99,1
CSNK1A1,HAUS2,568,1068,1.0,1
CSNK1A1,GUCA2B,568,1053,0.99,1
CSNK1A1,GSK3B,568,1041,1.0,1
CSNK1A1,HCN2,568,1076,1.0,1
CSNK1A1,GSTM5,568,1046,0.99,1
CSNK1A1,Gsk3b,568,1060,0.99,1
CSNK1A1,HSPA4L,568,1126,1.0,1
CSNK1A1,HHIP,568,1087,1.0,1
CSNK1A1,HDA3,568,1078,1.0,1
CSNK1A1,GSTM3,568,1045,0.99,1
CSNK1A1,HSP90AA1,568,1120,1.0,1
CSNK1A1,HIF1A,568,1088,1.0,1
CSNK1A1,Gfap,568,1057,0.99,1
CSNK1A1,H2-Aa,568,1062,0.99,1
CSNK1A1,CTNNAL1,568,586,1.0,1
CSNK1A1,CTSO,568,588,1.0,1
CSNK1A1,AKIRIN1,568,73,0.99,1
CSNK1A1,Gm4779,568,1058,0.99,1
CSNK1A1,AKT1S1,568,77,0.99,1
CSNK1A1,GSN,568,1042,1.0,1
CSNK1A1,HAUS5,568,1071,1.0,1
CSNK1A1,CSGALNACT1,568,567,1.0,1
CSNK1A1,HSPA5,568,1127,1.0,1
CSNK1A1,GSTA1,568,1043,1.0,1
CSNK1A1,Gm8129,568,1059,0.99,1
CSNK1A1,CSNK1E,568,570,1.0,1
CSNK1A1,HAP1,568,1066,1.0,1
CSNK1A1,HAUS8,568,1074,1.0,1
CSNK1A1,GRXCR1,568,1039,1.0,1
CSNK1A1,GUCY2F,568,1055,0.99,1
CSNK1A1,HAVCR1,568,1075,1.0,1
CSNK1A1,GSF2,568,1040,1.0,1
CSNK1A1,HSPA12B,568,1124,1.0,1
CSNK1A1,HAUS4,568,1070,1.0,1
CSNK1A1,CSNK1G1,568,571,1.0,1
CSNK1A1,HSP90AB1,568,1122,1.0,1
CSNK1A1,HIST1H2BF,568,1093,0.98,1
CSNK1A1,HIST1H2BC,568,1092,0.98,1
CSNK1A1,HAL,568,1065,0.99,1
CSNK1A1,AKR1E2,568,75,0.98,1
CSNK1A1,HSP90AA5P,568,1121,1.0,1
CSNK1A1,HSPA1L,568,1125,1.0,1
CSNK1A1,H2afj,568,1064,0.99,1
CSNK1A1,H2AFJ,568,1063,0.99,1
CSNK1A1,GUCY2D,568,1054,0.99,1
CSNK1A1,ALAS2,568,78,0.99,1
CSNK1A1,CSNK1D,568,569,1.0,1
CSNK1A1,GUCA1A,568,1050,0.99,1
CSNK1A1,GYPA,568,1056,0.99,1
CSNK1A1,HAUS7,568,1073,1.0,1
CSNK1A1,GTT1,568,1049,0.99,1
CSNK1A1,HIST1H1D,568,1091,0.98,1
CSNK1A1,HAUS6,568,1072,1.0,1
CSNK1A1,GTF2E1,568,1047,0.99,1
CSNK1A1,CTD-3148I10.1,568,585,1.0,1
CSNK1A1,HIPK1,568,1089,1.0,1
CSNK1A1,ARAF,568,119,1.0,1
CSNK1A1,AKAP9,568,72,0.99,1
CSNK1A1,Gtf2e2,568,1061,0.99,1
CSNK1A1,AKNAD1,568,74,0.98,1
CSNK1A1,HSPBP1,568,1130,1.0,1
CSNK1A1,HCST,568,1077,1.0,1
CSNK1A1,HSPB11,568,1129,1.0,1
CSNK1A1,HAUS1,568,1067,1.0,1
CSNK1A1,HIST1H1A,568,1090,0.98,1
CSNK1A1,HDDC3,568,1080,1.0,1
CDK1,CTNNB1,449,587,0.99,1
CDK1,CDIP1,449,448,0.98,1
CDK1,CDH23,449,444,0.98,1
CDK1,CDHR3,449,447,0.98,1
CDK1,CTNNAL1,449,586,0.99,1
CDK1,CTSO,449,588,0.99,1
CDK1,CDK15,449,450,0.98,1
CDK1,CDHR1,449,446,0.98,1
CDK1,CTD-3148I10.1,449,585,0.99,1
CDK1,CDH8,449,445,0.98,1
HTT,GTF2H1,1133,1048,0.99,1
HTT,APP,1133,118,1.0,1
HTT,HUWE1,1133,1134,1.0,1
HTT,TUBA1B,1133,2480,1.0,1
HTT,HSP90B1,1133,1123,1.0,1
HTT,ARF4,1133,121,1.0,1
HTT,ARHGAP5,1133,130,1.0,1
HTT,CKAP2,1133,506,0.98,1
HTT,DNAH12,1133,676,0.98,1
HTT,AURKA,1133,186,0.99,1
HTT,YTHDF2,1133,2632,1.0,1
HTT,TRIM27,1133,2427,1.0,1
HTT,AKT1,1133,76,1.0,1
HTT,GSTA2,1133,1044,1.0,1
HTT,HSPA8,1133,1128,1.0,1
HTT,CKMT1B,1133,508,0.98,1
HTT,ARFGEF2,1133,123,1.0,1
HTT,GUCA1C,1133,1052,0.99,1
HTT,DNAAF3,1133,672,0.98,1
HTT,ARL6,1133,142,0.98,1
HTT,FMNL3,1133,922,0.99,1
HTT,EEF1A1,1133,757,1.0,1
HTT,HDAC6,1133,1079,1.0,1
HTT,CTNNB1,1133,587,1.0,1
HTT,ARL13B,1133,137,0.99,1
HTT,TUBB2B,1133,2486,0.99,1
HTT,MAP1B,1133,1404,1.0,1
HTT,CIPC,1133,504,0.98,1
HTT,CIT1,1133,505,0.98,1
HTT,FLNB,1133,920,0.99,1
HTT,DNAH11,1133,675,0.98,1
HTT,ARHGAP35,1133,129,1.0,1
HTT,HAUS3,1133,1069,0.99,1
HTT,GUCA1B,1133,1051,0.99,1
HTT,HAUS2,1133,1068,0.99,1
HTT,GUCA2B,1133,1053,0.99,1
HTT,GSK3B,1133,1041,1.0,1
HTT,HCN2,1133,1076,0.99,1
HTT,ARL4D,1133,141,0.98,1
HTT,GSTM5,1133,1046,0.99,1
HTT,Gsk3b,1133,1060,0.99,1
HTT,HSPA4L,1133,1126,1.0,1
HTT,HHIP,1133,1087,1.0,1
HTT,ZBBX,1133,2638,1.0,1
HTT,DLG5,1133,667,0.98,1
HTT,PRKAR2B,1133,1830,0.98,1
HTT,"ARG5,6",1133,126,1.0,1
HTT,CYLD,1133,597,0.99,1
HTT,HDA3,1133,1078,0.99,1
HTT,CYLC2,1133,596,0.99,1
HTT,GSTM3,1133,1045,0.99,1
HTT,ARFIP1,1133,124,1.0,1
HTT,ARL14EP,1133,138,0.99,1
HTT,AREG,1133,120,0.99,1
HTT,ALDH1A3,1133,80,1.0,1
HTT,HSP90AA1,1133,1120,1.0,1
HTT,TRIM32,1133,2428,1.0,1
HTT,TTLL6,1133,2473,1.0,1
HTT,ARHGAP10,1133,127,1.0,1
HTT,HIF1A,1133,1088,1.0,1
HTT,PRKCH,1133,1831,0.98,1
HTT,YWHAE,1133,2634,1.0,1
HTT,Gfap,1133,1057,0.99,1
HTT,H2-Aa,1133,1062,0.99,1
HTT,EHD3,1133,775,0.98,1
HTT,CTNNAL1,1133,586,1.0,1
HTT,CTSO,1133,588,1.0,1
HTT,TTLL7,1133,2474,1.0,1
HTT,AKIRIN1,1133,73,0.98,1
HTT,Gm4779,1133,1058,0.99,1
HTT,TRIM71,1133,2433,0.99,1
HTT,AKT1S1,1133,77,1.0,1
HTT,MAP10,1133,1402,0.98,1
HTT,FLNA,1133,919,0.99,1
HTT,SRGAP3,1133,2226,1.0,1
HTT,GSN,1133,1042,1.0,1
HTT,EHD1,1133,774,0.98,1
HTT,CSNK1A1,1133,568,0.99,1
HTT,HAUS5,1133,1071,0.99,1
HTT,CSGALNACT1,1133,567,0.99,1
HTT,PRKAR2A,1133,1829,0.98,1
HTT,HSPA5,1133,1127,1.0,1
HTT,GSTA1,1133,1043,1.0,1
HTT,Gm8129,1133,1059,0.99,1
HTT,SPTBN5,1133,2224,1.0,1
HTT,CSNK1E,1133,570,0.99,1
HTT,HAP1,1133,1066,1.0,1
HTT,ARHGDIB,1133,131,1.0,1
HTT,TRIM41,1133,2430,1.0,1
HTT,HAUS8,1133,1074,0.99,1
HTT,GRXCR1,1133,1039,1.0,1
HTT,GUCY2F,1133,1055,0.99,1
HTT,TRMT5,1133,2438,0.99,1
HTT,HAVCR1,1133,1075,0.99,1
HTT,GSF2,1133,1040,1.0,1
HTT,DISC1,1133,664,0.98,1
HTT,TRIM9,1133,2435,0.99,1
HTT,YWHAQ,1133,2637,1.0,1
HTT,CYFIP2,1133,595,0.99,1
HTT,HSPA12B,1133,1124,1.0,1
HTT,HAUS4,1133,1070,0.99,1
HTT,TUBA1C,1133,2481,1.0,1
HTT,MAP4,1133,1407,1.0,1
HTT,APOH,1133,115,0.99,1
HTT,CSNK1G1,1133,571,0.99,1
HTT,HSP90AB1,1133,1122,1.0,1
HTT,EFCAB1,1133,759,1.0,1
HTT,DNAH10,1133,674,0.98,1
HTT,DNAAF2,1133,671,0.98,1
HTT,DLD,1133,666,0.98,1
HTT,MAP6,1133,1408,1.0,1
HTT,MAP2K1,1133,1406,1.0,1
HTT,TRMT6,1133,2439,0.99,1
HTT,TRIP11,1133,2436,0.99,1
HTT,PRKACB,1133,1824,0.99,1
HTT,CKAP5,1133,507,0.98,1
HTT,MAP1LC3B,1133,1405,1.0,1
HTT,APOO,1133,117,1.0,1
HTT,AP3B1,1133,105,1.0,1
HTT,SQSTM1,1133,2225,1.0,1
HTT,DNAH14,1133,677,0.98,1
HTT,EFCAB12,1133,761,1.0,1
HTT,ARID4B,1133,136,0.99,1
HTT,HAL,1133,1065,0.99,1
HTT,ARHGEF11,1133,133,0.99,1
HTT,EDC4,1133,755,1.0,1
HTT,EDEM1,1133,756,1.0,1
HTT,DNAAF1,1133,670,0.98,1
HTT,DLL1,1133,668,0.98,1
HTT,HSP90AA5P,1133,1121,1.0,1
HTT,MAP1A,1133,1403,0.98,1
HTT,EFCAB11,1133,760,1.0,1
HTT,ATXN3,1133,185,0.99,1
HTT,HSPA1L,1133,1125,1.0,1
HTT,ARL6IP6,1133,143,0.98,1
HTT,ARF5,1133,122,1.0,1
HTT,ANXA1,1133,103,1.0,1
HTT,TTR,1133,2477,1.0,1
HTT,TUBB,1133,2484,0.99,1
HTT,YTHDF3,1133,2633,1.0,1
HTT,H2afj,1133,1064,0.99,1
HTT,H2AFJ,1133,1063,0.99,1
HTT,DMD,1133,669,0.98,1
HTT,GUCY2D,1133,1054,0.99,1
HTT,ARHGEF19,1133,134,0.99,1
HTT,ARG1,1133,125,1.0,1
HTT,ALAS2,1133,78,1.0,1
HTT,ARHGEF3,1133,135,0.99,1
HTT,TRIM36,1133,2429,1.0,1
HTT,CSNK1D,1133,569,0.99,1
HTT,EEF1D,1133,758,1.0,1
HTT,GUCA1A,1133,1050,0.99,1
HTT,ARHGDIG,1133,132,0.99,1
HTT,GYPA,1133,1056,0.99,1
HTT,HAUS7,1133,1073,0.99,1
HTT,YWHAG,1133,2635,1.0,1
HTT,GTT1,1133,1049,0.99,1
HTT,ATXN10,1133,184,0.99,1
HTT,PRKACG,1133,1825,0.99,1
HTT,DNAH1,1133,673,0.98,1
HTT,TRMT12,1133,2437,0.99,1
HTT,HAUS6,1133,1072,0.99,1
HTT,GTF2E1,1133,1047,0.99,1
HTT,ALDH1A1,1133,79,1.0,1
HTT,TRIM59,1133,2432,0.99,1
HTT,TUBA1A,1133,2479,1.0,1
HTT,CWC25,1133,593,0.99,1
HTT,CTD-3148I10.1,1133,585,1.0,1
HTT,SPTAN1,1133,2223,1.0,1
HTT,TUBA3D,1133,2482,1.0,1
HTT,HIPK1,1133,1089,1.0,1
HTT,AP3M2,1133,106,0.98,1
HTT,ARAF,1133,119,1.0,1
HTT,APOL1,1133,116,1.0,1
HTT,TUBA4A,1133,2483,1.0,1
HTT,TTLL3,1133,2470,1.0,1
HTT,AKAP9,1133,72,0.98,1
HTT,TUB,1133,2478,1.0,1
HTT,ARL3,1133,140,0.99,1
HTT,CYP2C8,1133,598,0.99,1
HTT,ARHGAP27,1133,128,1.0,1
HTT,FNBP1L,1133,923,0.99,1
HTT,YWHAH,1133,2636,1.0,1
HTT,TTLL9,1133,2476,1.0,1
HTT,Gtf2e2,1133,1061,0.99,1
HTT,TTLL11,1133,2469,1.0,1
HTT,FLOT2,1133,921,0.99,1
HTT,ANXA4,1133,104,1.0,1
HTT,TTLL4,1133,2471,1.0,1
HTT,CYB5D1,1133,594,0.99,1
HTT,HSPBP1,1133,1130,1.0,1
HTT,HCST,1133,1077,0.99,1
HTT,PRKACA,1133,1823,0.99,1
HTT,TUBB2A,1133,2485,0.99,1
HTT,ARL2BP,1133,139,0.99,1
HTT,HSPB11,1133,1129,1.0,1
HTT,DLC1,1133,665,0.98,1
HTT,TTLL8,1133,2475,1.0,1
HTT,TRIM46,1133,2431,1.0,1
HTT,HAUS1,1133,1067,1.0,1
HTT,TRIM73,1133,2434,0.99,1
HTT,HDDC3,1133,1080,1.0,1
HTT,TTLL5,1133,2472,1.0,1
STRC,HUWE1,2258,1134,0.98,1
STRC,HSP90B1,2258,1123,0.98,1
STRC,HSPA8,2258,1128,0.98,1
STRC,HSPA4L,2258,1126,0.98,1
STRC,HSP90AA1,2258,1120,0.98,1
STRC,HSPA5,2258,1127,0.98,1
STRC,HSPA12B,2258,1124,0.98,1
STRC,HSP90AB1,2258,1122,0.98,1
STRC,HSP90AA5P,2258,1121,0.98,1
STRC,HTT,2258,1133,0.98,1
STRC,HSPA1L,2258,1125,0.98,1
STRC,HSPBP1,2258,1130,0.98,1
