Official Symbol Interactor A,Official Symbol Interactor B,Interactor A Encoded,Interactor B Encoded,Prediction_Prob,Prediction
HSP90AA1,HDA3,1120,1078,0.99,1
HSP90AA1,CYLC2,1120,596,0.99,1
HSP90AA1,GSTM3,1120,1045,0.99,1
HSP90AA1,ARFIP1,1120,124,1.0,1
HSP90AA1,ARL14EP,1120,138,0.99,1
HSP90AA1,AREG,1120,120,0.99,1
HSP90AA1,ALDH1A3,1120,80,1.0,1
HSP90AA1,TRIM32,1120,2428,0.98,1
HSP90AA1,TTLL6,1120,2473,1.0,1
HSP90AA1,ARHGAP10,1120,127,1.0,1
HSP90AA1,HIF1A,1120,1088,1.0,1
HSP90AA1,PRKCH,1120,1831,0.98,1
HSP90AA1,YWHAE,1120,2634,1.0,1
HSP90AA1,Gfap,1120,1057,0.99,1
HSP90AA1,H2-Aa,1120,1062,0.99,1
HSP90AA1,CTNNAL1,1120,586,1.0,1
HSP90AA1,CTSO,1120,588,1.0,1
HSP90AA1,TTLL7,1120,2474,1.0,1
HSP90AA1,AKIRIN1,1120,73,0.98,1
HSP90AA1,Gm4779,1120,1058,0.99,1
HSP90AA1,AKT1S1,1120,77,1.0,1
HSP90AA1,FLNA,1120,919,0.99,1
HSP90AA1,GSN,1120,1042,1.0,1
HSP90AA1,CSNK1A1,1120,568,0.99,1
HSP90AA1,HAUS5,1120,1071,0.99,1
HSP90AA1,CSGALNACT1,1120,567,0.99,1
HSP90AA1,PRKAR2A,1120,1829,0.98,1
HSP90AA1,HSPA5,1120,1127,1.0,1
HSP90AA1,GSTA1,1120,1043,1.0,1
HSP90AA1,Gm8129,1120,1059,0.99,1
HSP90AA1,CSNK1E,1120,570,0.99,1
HSP90AA1,HAP1,1120,1066,1.0,1
HSP90AA1,ARHGDIB,1120,131,1.0,1
HSP90AA1,TRIM41,1120,2430,0.98,1
HSP90AA1,HAUS8,1120,1074,0.99,1
HSP90AA1,GRXCR1,1120,1039,1.0,1
HSP90AA1,GUCY2F,1120,1055,0.99,1
HSP90AA1,HAVCR1,1120,1075,0.99,1
HSP90AA1,GSF2,1120,1040,1.0,1
HSP90AA1,YWHAQ,1120,2637,1.0,1
HSP90AA1,CYFIP2,1120,595,0.99,1
HSP90AA1,HSPA12B,1120,1124,1.0,1
HSP90AA1,HAUS4,1120,1070,0.99,1
HSP90AA1,TUBA1C,1120,2481,1.0,1
HSP90AA1,APOH,1120,115,0.99,1
HSP90AA1,CSNK1G1,1120,571,0.99,1
HSP90AA1,HSP90AB1,1120,1122,1.0,1
HSP90AA1,EFCAB1,1120,759,0.99,1
HSP90AA1,PRKACB,1120,1824,1.0,1
HSP90AA1,APOO,1120,117,1.0,1
HSP90AA1,AP3B1,1120,105,1.0,1
HSP90AA1,EFCAB12,1120,761,0.99,1
HSP90AA1,ARID4B,1120,136,0.99,1
HSP90AA1,HAL,1120,1065,0.99,1
HSP90AA1,ARHGEF11,1120,133,0.99,1
HSP90AA1,EDC4,1120,755,0.99,1
HSP90AA1,EDEM1,1120,756,0.99,1
HSP90AA1,HSP90AA5P,1120,1121,1.0,1
HSP90AA1,HTT,1120,1133,1.0,1
HSP90AA1,EFCAB11,1120,760,0.99,1
HSP90AA1,HSPA1L,1120,1125,1.0,1
HSP90AA1,ARL6IP6,1120,143,0.98,1
HSP90AA1,ARF5,1120,122,1.0,1
HSP90AA1,ANXA1,1120,103,1.0,1
HSP90AA1,TTR,1120,2477,1.0,1
HSP90AA1,TUBB,1120,2484,0.99,1
HSP90AA1,YTHDF3,1120,2633,1.0,1
HSP90AA1,H2afj,1120,1064,0.99,1
HSP90AA1,H2AFJ,1120,1063,0.99,1
HSP90AA1,GUCY2D,1120,1054,0.99,1
HSP90AA1,ARHGEF19,1120,134,0.99,1
HSP90AA1,ARG1,1120,125,1.0,1
HSP90AA1,ALAS2,1120,78,1.0,1
HSP90AA1,ARHGEF3,1120,135,0.99,1
HSP90AA1,TRIM36,1120,2429,0.98,1
HSP90AA1,CSNK1D,1120,569,0.99,1
HSP90AA1,EEF1D,1120,758,0.99,1
HSP90AA1,GUCA1A,1120,1050,0.99,1
HSP90AA1,ARHGDIG,1120,132,0.99,1
HSP90AA1,GYPA,1120,1056,0.99,1
HSP90AA1,HAUS7,1120,1073,0.99,1
HSP90AA1,YWHAG,1120,2635,1.0,1
HSP90AA1,GTT1,1120,1049,0.99,1
HSP90AA1,PRKACG,1120,1825,1.0,1
HSP90AA1,HAUS6,1120,1072,0.99,1
HSP90AA1,GTF2E1,1120,1047,0.99,1
HSP90AA1,ALDH1A1,1120,79,1.0,1
HSP90AA1,TUBA1A,1120,2479,1.0,1
HSP90AA1,CWC25,1120,593,0.99,1
HSP90AA1,CTD-3148I10.1,1120,585,1.0,1
HSP90AA1,TUBA3D,1120,2482,1.0,1
HSP90AA1,HIPK1,1120,1089,1.0,1
HSP90AA1,AP3M2,1120,106,0.98,1
HSP90AA1,ARAF,1120,119,1.0,1
HSP90AA1,APOL1,1120,116,1.0,1
HSP90AA1,TUBA4A,1120,2483,1.0,1
HSP90AA1,TTLL3,1120,2470,1.0,1
HSP90AA1,AKAP9,1120,72,0.98,1
HSP90AA1,TUB,1120,2478,1.0,1
HSP90AA1,ARL3,1120,140,0.99,1
HSP90AA1,CYP2C8,1120,598,0.99,1
HSP90AA1,ARHGAP27,1120,128,1.0,1
HSP90AA1,FNBP1L,1120,923,0.99,1
HSP90AA1,YWHAH,1120,2636,1.0,1
HSP90AA1,TTLL9,1120,2476,1.0,1
HSP90AA1,Gtf2e2,1120,1061,0.99,1
HSP90AA1,TTLL11,1120,2469,1.0,1
HSP90AA1,FLOT2,1120,921,0.99,1
HSP90AA1,ANXA4,1120,104,1.0,1
HSP90AA1,TTLL4,1120,2471,1.0,1
HSP90AA1,CYB5D1,1120,594,0.99,1
HSP90AA1,HSPBP1,1120,1130,1.0,1
HSP90AA1,HCST,1120,1077,0.99,1
HSP90AA1,PRKACA,1120,1823,1.0,1
HSP90AA1,TUBB2A,1120,2485,0.99,1
HSP90AA1,ARL2BP,1120,139,0.99,1
HSP90AA1,HSPB11,1120,1129,1.0,1
HSP90AA1,TTLL8,1120,2475,1.0,1
HSP90AA1,TRIM46,1120,2431,0.98,1
HSP90AA1,HAUS1,1120,1067,1.0,1
HSP90AA1,HDDC3,1120,1080,1.0,1
HSP90AA1,TTLL5,1120,2472,1.0,1
YWHAG,KIF7,2635,1281,1.0,1
YWHAG,APP,2635,118,0.99,1
YWHAG,PANX2,2635,1675,1.0,1
YWHAG,TTC29,2635,2461,0.99,1
YWHAG,PALM3,2635,1673,0.99,1
YWHAG,HUWE1,2635,1134,1.0,1
YWHAG,TUBA1B,2635,2480,1.0,1
YWHAG,HSP90B1,2635,1123,1.0,1
YWHAG,ARF4,2635,121,0.98,1
YWHAG,PI4K2A,2635,1743,0.98,1
YWHAG,TUBB4B,2635,2489,0.99,1
YWHAG,PAX1,2635,1681,0.99,1
YWHAG,PANX1,2635,1674,0.99,1
YWHAG,YTHDF2,2635,2632,1.0,1
YWHAG,TUBGCP2,2635,2492,0.98,1
YWHAG,PIFO,2635,1746,0.98,1
YWHAG,TRIM27,2635,2427,1.0,1
YWHAG,PAFAH1B1,2635,1668,0.98,1
YWHAG,HSPA8,2635,1128,1.0,1
YWHAG,PCDHGB2,2635,1691,0.99,1
YWHAG,HDAC6,2635,1079,0.98,1
YWHAG,PAXBP1,2635,1682,0.99,1
YWHAG,CTNNB1,2635,587,0.99,1
YWHAG,KISS1,2635,1285,0.98,1
YWHAG,TUBB2B,2635,2486,0.99,1
YWHAG,KIF5A,2635,1277,1.0,1
YWHAG,TUBB3,2635,2487,0.99,1
YWHAG,HSPA4L,2635,1126,1.0,1
YWHAG,TTC18,2635,2457,0.99,1
YWHAG,ZBBX,2635,2638,1.0,1
YWHAG,CSNK2B,2635,573,0.98,1
YWHAG,TUBB4A,2635,2488,0.99,1
YWHAG,TRMT61B,2635,2440,0.99,1
YWHAG,KIFAP3,2635,1283,1.0,1
YWHAG,HSP90AA1,2635,1120,1.0,1
YWHAG,TRIM32,2635,2428,1.0,1
YWHAG,TTLL6,2635,2473,1.0,1
YWHAG,TSEN2,2635,2446,0.99,1
YWHAG,YWHAE,2635,2634,1.0,1
YWHAG,TTC30B,2635,2463,1.0,1
YWHAG,CTNNAL1,2635,586,0.99,1
YWHAG,KIF3B,2635,1275,1.0,1
YWHAG,CTSO,2635,588,0.99,1
YWHAG,TTLL7,2635,2474,1.0,1
YWHAG,PCM1,2635,1695,1.0,1
YWHAG,TRIM71,2635,2433,1.0,1
YWHAG,KIF3C,2635,1276,1.0,1
YWHAG,CSNK1A1,2635,568,1.0,1
YWHAG,PCNT,2635,1697,1.0,1
YWHAG,HSPA5,2635,1127,1.0,1
YWHAG,PIH1D3,2635,1751,0.98,1
YWHAG,PARS2,2635,1680,0.99,1
YWHAG,CSNK1E,2635,570,1.0,1
YWHAG,PIBF1,2635,1744,0.98,1
YWHAG,TRIM41,2635,2430,1.0,1
YWHAG,PCMTD1,2635,1696,1.0,1
YWHAG,PARD3,2635,1677,1.0,1
YWHAG,TRMT5,2635,2438,1.0,1
YWHAG,TRIM9,2635,2435,1.0,1
YWHAG,YWHAQ,2635,2637,1.0,1
YWHAG,HSPA12B,2635,1124,1.0,1
YWHAG,PID1,2635,1745,0.98,1
YWHAG,TUBGCP3,2635,2493,0.98,1
YWHAG,TUBA1C,2635,2481,1.0,1
YWHAG,CSNK1G1,2635,571,1.0,1
YWHAG,HSP90AB1,2635,1122,1.0,1
YWHAG,KIF6,2635,1280,1.0,1
YWHAG,KIF5C,2635,1279,1.0,1
YWHAG,TRMT6,2635,2439,0.99,1
YWHAG,TRIP11,2635,2436,1.0,1
YWHAG,TUBE1,2635,2490,0.98,1
YWHAG,HTR6,2635,1131,0.99,1
YWHAG,TTC40,2635,2464,1.0,1
YWHAG,TSPEAR,2635,2450,0.99,1
YWHAG,APOO,2635,117,0.99,1
YWHAG,PCDP1,2635,1692,1.0,1
YWHAG,TTLL10,2635,2468,1.0,1
YWHAG,TTC26,2635,2460,0.99,1
YWHAG,TTC30A,2635,2462,1.0,1
YWHAG,TSTD2,2635,2454,0.99,1
YWHAG,PIGF,2635,1748,0.98,1
YWHAG,KIR3DL3,2635,1284,0.99,1
YWHAG,PIN1,2635,1756,0.98,1
YWHAG,PCDHB15,2635,1689,0.99,1
YWHAG,TTLL1,2635,2467,1.0,1
YWHAG,TTK,2635,2466,1.0,1
YWHAG,TRPC5,2635,2443,0.99,1
YWHAG,HTRA2,2635,1132,0.99,1
YWHAG,HSP90AA5P,2635,1121,1.0,1
YWHAG,HTT,2635,1133,1.0,1
YWHAG,TRPV4,2635,2445,0.99,1
YWHAG,PCDH15,2635,1685,0.99,1
YWHAG,PIGS,2635,1749,0.98,1
YWHAG,HSPA1L,2635,1125,1.0,1
YWHAG,KIF9,2635,1282,1.0,1
YWHAG,PAPOLA,2635,1676,1.0,1
YWHAG,TTR,2635,2477,1.0,1
YWHAG,TUBB,2635,2484,0.99,1
YWHAG,YTHDF3,2635,2633,1.0,1
YWHAG,TTC21A,2635,2458,0.99,1
YWHAG,PCDHA4,2635,1687,0.99,1
YWHAG,PCGF1,2635,1693,1.0,1
YWHAG,CSNK2A3,2635,572,1.0,1
YWHAG,TSPAN31,2635,2449,0.99,1
YWHAG,PARP15,2635,1679,1.0,1
YWHAG,PCDHGA1,2635,1690,0.99,1
YWHAG,TRIM36,2635,2429,1.0,1
YWHAG,CSNK1D,2635,569,1.0,1
YWHAG,PBX1,2635,1683,0.99,1
YWHAG,PIH1D2,2635,1750,0.98,1
YWHAG,TSNAXIP1,2635,2448,0.99,1
YWHAG,CTD-2373H9.6,2635,584,0.99,1
YWHAG,TTC8,2635,2465,1.0,1
YWHAG,TRIB2,2635,2426,1.0,1
YWHAG,PCGF6,2635,1694,1.0,1
YWHAG,TRPT1,2635,2444,0.99,1
YWHAG,PAGR1,2635,1669,0.98,1
YWHAG,TTC12,2635,2456,0.99,1
YWHAG,PARD6A,2635,1678,1.0,1
YWHAG,TSSC1,2635,2452,0.99,1
YWHAG,TRMT12,2635,2437,1.0,1
YWHAG,TSGA10,2635,2447,0.99,1
YWHAG,TRIM59,2635,2432,1.0,1
YWHAG,TUBA1A,2635,2479,1.0,1
YWHAG,TUBG1,2635,2491,0.98,1
YWHAG,TROVE2,2635,2442,0.99,1
YWHAG,CTD-3148I10.1,2635,585,0.99,1
YWHAG,TUBA3D,2635,2482,0.99,1
YWHAG,PCDHA8,2635,1688,0.99,1
YWHAG,ARAF,2635,119,0.99,1
YWHAG,PIL1,2635,1755,0.98,1
YWHAG,APOL1,2635,116,0.99,1
YWHAG,TUBA4A,2635,2483,0.99,1
YWHAG,TTLL3,2635,2470,1.0,1
YWHAG,TTC21B,2635,2459,0.99,1
YWHAG,PCBD2,2635,1684,0.99,1
YWHAG,TTBK2,2635,2455,0.99,1
YWHAG,TSSK1B,2635,2453,0.99,1
YWHAG,TUB,2635,2478,1.0,1
YWHAG,PCDHA10,2635,1686,0.99,1
YWHAG,YWHAH,2635,2636,1.0,1
YWHAG,TTLL9,2635,2476,1.0,1
YWHAG,TTLL11,2635,2469,1.0,1
YWHAG,TTLL4,2635,2471,1.0,1
YWHAG,TSPYL1,2635,2451,0.99,1
YWHAG,PIGA,2635,1747,0.98,1
YWHAG,HSPBP1,2635,1130,1.0,1
YWHAG,TUBB2A,2635,2485,0.99,1
YWHAG,HSPB11,2635,1129,1.0,1
YWHAG,TTLL8,2635,2475,1.0,1
YWHAG,TRIM46,2635,2431,1.0,1
YWHAG,TRIM73,2635,2434,1.0,1
YWHAG,HDDC3,2635,1080,0.98,1
YWHAG,TROAP,2635,2441,0.99,1
YWHAG,KIF5B,2635,1278,1.0,1
YWHAG,TTLL5,2635,2472,1.0,1
PRKACA,APP,1823,118,1.0,1
PRKACA,HUWE1,1823,1134,1.0,1
PRKACA,HSP90B1,1823,1123,1.0,1
PRKACA,ARF4,1823,121,1.0,1
PRKACA,HSPA8,1823,1128,1.0,1
PRKACA,HDAC6,1823,1079,1.0,1
PRKACA,CTNNB1,1823,587,1.0,1
PRKACA,HEATR2,1823,1083,0.98,1
PRKACA,HES1,1823,1084,0.98,1
PRKACA,HDHD2,1823,1082,0.98,1
PRKACA,HSPA4L,1823,1126,1.0,1
PRKACA,CSNK2B,1823,573,0.98,1
PRKACA,PRKAR2B,1823,1830,1.0,1
PRKACA,AREG,1823,120,0.99,1
PRKACA,HSP90AA1,1823,1120,1.0,1
PRKACA,CCDC41,1823,403,0.99,1
PRKACA,CCDC40,1823,402,0.99,1
PRKACA,CCDC42B,1823,404,0.99,1
PRKACA,PRKCH,1823,1831,1.0,1
PRKACA,CTNNAL1,1823,586,1.0,1
PRKACA,CTSO,1823,588,1.0,1
PRKACA,AKIRIN1,1823,73,1.0,1
PRKACA,CCDC93,1823,415,0.98,1
PRKACA,CSNK1A1,1823,568,1.0,1
PRKACA,CSGALNACT1,1823,567,1.0,1
PRKACA,PRKAR2A,1823,1829,1.0,1
PRKACA,HSPA5,1823,1127,1.0,1
PRKACA,CCDC65,1823,409,0.98,1
PRKACA,CSNK1E,1823,570,1.0,1
PRKACA,CCDC81,1823,413,0.98,1
PRKACA,HSPA12B,1823,1124,1.0,1
PRKACA,CCDC53,1823,405,0.99,1
PRKACA,CCDC74A,1823,410,0.98,1
PRKACA,CSNK1G1,1823,571,1.0,1
PRKACA,HSP90AB1,1823,1122,1.0,1
PRKACA,PRKACB,1823,1824,1.0,1
PRKACA,HTR6,1823,1131,0.98,1
PRKACA,APOO,1823,117,0.99,1
PRKACA,CCDC78,1823,412,0.98,1
PRKACA,HTRA2,1823,1132,0.98,1
PRKACA,HSP90AA5P,1823,1121,1.0,1
PRKACA,HTT,1823,1133,1.0,1
PRKACA,HSPA1L,1823,1125,1.0,1
PRKACA,ARF5,1823,122,0.98,1
PRKACA,CCDC28B,1823,398,0.99,1
PRKACA,CSNK2A3,1823,572,1.0,1
PRKACA,HDGFRP3,1823,1081,0.98,1
PRKACA,CCDC37,1823,400,0.99,1
PRKACA,CSNK1D,1823,569,1.0,1
PRKACA,CTD-2373H9.6,1823,584,1.0,1
PRKACA,CCDC74B,1823,411,0.98,1
PRKACA,PRKACG,1823,1825,1.0,1
PRKACA,CTD-3148I10.1,1823,585,1.0,1
PRKACA,ARAF,1823,119,1.0,1
PRKACA,APOL1,1823,116,0.99,1
PRKACA,AKAP9,1823,72,1.0,1
PRKACA,CCDC6,1823,406,0.99,1
PRKACA,CCDC33,1823,399,0.99,1
PRKACA,CCDC63,1823,408,0.99,1
PRKACA,CCDC88A,1823,414,0.98,1
PRKACA,CCDC61,1823,407,0.99,1
PRKACA,CCDC39,1823,401,0.99,1
PRKACA,HSPBP1,1823,1130,1.0,1
PRKACA,HSPB11,1823,1129,1.0,1
PRKACA,HDDC3,1823,1080,1.0,1
HSPA8,GTF2H1,1128,1048,0.99,1
HSPA8,APP,1128,118,1.0,1
HSPA8,HUWE1,1128,1134,1.0,1
HSPA8,TUBA1B,1128,2480,1.0,1
HSPA8,HSP90B1,1128,1123,1.0,1
HSPA8,ARF4,1128,121,1.0,1
HSPA8,ARHGAP5,1128,130,1.0,1
HSPA8,CKAP2,1128,506,0.98,1
HSPA8,DNAH12,1128,676,0.98,1
HSPA8,AURKA,1128,186,0.99,1
HSPA8,YTHDF2,1128,2632,1.0,1
HSPA8,TRIM27,1128,2427,1.0,1
HSPA8,AKT1,1128,76,1.0,1
HSPA8,GSTA2,1128,1044,1.0,1
HSPA8,CKMT1B,1128,508,0.98,1
HSPA8,ARFGEF2,1128,123,1.0,1
HSPA8,GUCA1C,1128,1052,0.99,1
HSPA8,DNAAF3,1128,672,0.98,1
HSPA8,ARL6,1128,142,0.98,1
HSPA8,FMNL3,1128,922,0.99,1
HSPA8,EEF1A1,1128,757,1.0,1
HSPA8,HDAC6,1128,1079,1.0,1
HSPA8,CTNNB1,1128,587,1.0,1
HSPA8,ARL13B,1128,137,0.99,1
HSPA8,TUBB2B,1128,2486,0.99,1
HSPA8,MAP1B,1128,1404,1.0,1
HSPA8,CIPC,1128,504,0.98,1
HSPA8,CIT1,1128,505,0.98,1
HSPA8,FLNB,1128,920,0.99,1
HSPA8,DNAH11,1128,675,0.98,1
HSPA8,ARHGAP35,1128,129,1.0,1
HSPA8,HAUS3,1128,1069,0.99,1
HSPA8,GUCA1B,1128,1051,0.99,1
HSPA8,HAUS2,1128,1068,0.99,1
HSPA8,GUCA2B,1128,1053,0.99,1
HSPA8,GSK3B,1128,1041,1.0,1
HSPA8,HCN2,1128,1076,0.99,1
HSPA8,ARL4D,1128,141,0.98,1
HSPA8,GSTM5,1128,1046,0.99,1
HSPA8,Gsk3b,1128,1060,0.99,1
HSPA8,HSPA4L,1128,1126,1.0,1
HSPA8,HHIP,1128,1087,1.0,1
HSPA8,ZBBX,1128,2638,1.0,1
HSPA8,DLG5,1128,667,0.98,1
HSPA8,PRKAR2B,1128,1830,0.99,1
HSPA8,"ARG5,6",1128,126,1.0,1
HSPA8,CYLD,1128,597,0.99,1
HSPA8,HDA3,1128,1078,0.99,1
HSPA8,CYLC2,1128,596,0.99,1
HSPA8,GSTM3,1128,1045,0.99,1
HSPA8,ARFIP1,1128,124,1.0,1
HSPA8,ARL14EP,1128,138,0.99,1
HSPA8,AREG,1128,120,0.99,1
HSPA8,ALDH1A3,1128,80,1.0,1
HSPA8,HSP90AA1,1128,1120,1.0,1
HSPA8,NOP58,1128,1579,0.98,1
HSPA8,TRIM32,1128,2428,1.0,1
HSPA8,TTLL6,1128,2473,1.0,1
HSPA8,ARHGAP10,1128,127,1.0,1
HSPA8,HIF1A,1128,1088,1.0,1
HSPA8,PRKCH,1128,1831,0.99,1
HSPA8,YWHAE,1128,2634,1.0,1
HSPA8,Gfap,1128,1057,0.99,1
HSPA8,H2-Aa,1128,1062,0.99,1
HSPA8,EHD3,1128,775,0.98,1
HSPA8,CTNNAL1,1128,586,1.0,1
HSPA8,CTSO,1128,588,1.0,1
HSPA8,TTLL7,1128,2474,1.0,1
HSPA8,AKIRIN1,1128,73,0.98,1
HSPA8,Gm4779,1128,1058,0.99,1
HSPA8,TRIM71,1128,2433,0.99,1
HSPA8,AKT1S1,1128,77,1.0,1
HSPA8,MAP10,1128,1402,0.98,1
HSPA8,FLNA,1128,919,0.99,1
HSPA8,SRGAP3,1128,2226,1.0,1
HSPA8,GSN,1128,1042,1.0,1
HSPA8,EHD1,1128,774,0.98,1
HSPA8,CSNK1A1,1128,568,0.99,1
HSPA8,HAUS5,1128,1071,0.99,1
HSPA8,NOTCH1,1128,1581,0.98,1
HSPA8,CSGALNACT1,1128,567,0.99,1
HSPA8,PRKAR2A,1128,1829,0.99,1
HSPA8,HSPA5,1128,1127,1.0,1
HSPA8,GSTA1,1128,1043,1.0,1
HSPA8,Gm8129,1128,1059,0.99,1
HSPA8,SPTBN5,1128,2224,1.0,1
HSPA8,CSNK1E,1128,570,0.99,1
HSPA8,HAP1,1128,1066,1.0,1
HSPA8,ARHGDIB,1128,131,1.0,1
HSPA8,TRIM41,1128,2430,1.0,1
HSPA8,HAUS8,1128,1074,0.99,1
HSPA8,GRXCR1,1128,1039,1.0,1
HSPA8,GUCY2F,1128,1055,0.99,1
HSPA8,TRMT5,1128,2438,0.99,1
HSPA8,HAVCR1,1128,1075,0.99,1
HSPA8,GSF2,1128,1040,1.0,1
HSPA8,NOSTRIN,1128,1580,0.98,1
HSPA8,DISC1,1128,664,0.98,1
HSPA8,TRIM9,1128,2435,0.99,1
HSPA8,YWHAQ,1128,2637,1.0,1
HSPA8,CYFIP2,1128,595,0.99,1
HSPA8,HSPA12B,1128,1124,1.0,1
HSPA8,HAUS4,1128,1070,0.99,1
HSPA8,TUBA1C,1128,2481,1.0,1
HSPA8,MAP4,1128,1407,1.0,1
HSPA8,APOH,1128,115,0.99,1
HSPA8,CSNK1G1,1128,571,0.99,1
HSPA8,HSP90AB1,1128,1122,1.0,1
HSPA8,EFCAB1,1128,759,1.0,1
HSPA8,DNAH10,1128,674,0.98,1
HSPA8,DNAAF2,1128,671,0.98,1
HSPA8,DLD,1128,666,0.98,1
HSPA8,MAP6,1128,1408,1.0,1
HSPA8,MAP2K1,1128,1406,1.0,1
HSPA8,TRMT6,1128,2439,0.99,1
HSPA8,TRIP11,1128,2436,0.99,1
HSPA8,PRKACB,1128,1824,1.0,1
HSPA8,CKAP5,1128,507,0.98,1
HSPA8,MAP1LC3B,1128,1405,1.0,1
HSPA8,APOO,1128,117,1.0,1
HSPA8,AP3B1,1128,105,1.0,1
HSPA8,SQSTM1,1128,2225,1.0,1
HSPA8,DNAH14,1128,677,0.98,1
HSPA8,EFCAB12,1128,761,1.0,1
HSPA8,ARID4B,1128,136,0.99,1
HSPA8,HAL,1128,1065,0.99,1
HSPA8,ARHGEF11,1128,133,0.99,1
HSPA8,EDC4,1128,755,1.0,1
HSPA8,EDEM1,1128,756,1.0,1
HSPA8,DNAAF1,1128,670,0.98,1
HSPA8,DLL1,1128,668,0.98,1
HSPA8,HSP90AA5P,1128,1121,1.0,1
HSPA8,HTT,1128,1133,1.0,1
HSPA8,MAP1A,1128,1403,0.98,1
HSPA8,EFCAB11,1128,760,1.0,1
HSPA8,ATXN3,1128,185,0.99,1
HSPA8,HSPA1L,1128,1125,1.0,1
HSPA8,ARL6IP6,1128,143,0.98,1
HSPA8,NONO,1128,1578,0.98,1
HSPA8,ARF5,1128,122,1.0,1
HSPA8,ANXA1,1128,103,1.0,1
HSPA8,TTR,1128,2477,1.0,1
HSPA8,TUBB,1128,2484,0.99,1
HSPA8,YTHDF3,1128,2633,1.0,1
HSPA8,H2afj,1128,1064,0.99,1
HSPA8,H2AFJ,1128,1063,0.99,1
HSPA8,DMD,1128,669,0.98,1
HSPA8,GUCY2D,1128,1054,0.99,1
HSPA8,ARHGEF19,1128,134,0.99,1
HSPA8,ARG1,1128,125,1.0,1
HSPA8,ALAS2,1128,78,1.0,1
HSPA8,ARHGEF3,1128,135,0.99,1
HSPA8,TRIM36,1128,2429,1.0,1
HSPA8,CSNK1D,1128,569,0.99,1
HSPA8,EEF1D,1128,758,1.0,1
HSPA8,GUCA1A,1128,1050,0.99,1
HSPA8,ARHGDIG,1128,132,0.99,1
HSPA8,GYPA,1128,1056,0.99,1
HSPA8,HAUS7,1128,1073,0.99,1
HSPA8,YWHAG,1128,2635,1.0,1
HSPA8,GTT1,1128,1049,0.99,1
HSPA8,ATXN10,1128,184,0.99,1
HSPA8,PRKACG,1128,1825,1.0,1
HSPA8,DNAH1,1128,673,0.98,1
HSPA8,TRMT12,1128,2437,0.99,1
HSPA8,HAUS6,1128,1072,0.99,1
HSPA8,GTF2E1,1128,1047,0.99,1
HSPA8,ALDH1A1,1128,79,1.0,1
HSPA8,TRIM59,1128,2432,0.99,1
HSPA8,TUBA1A,1128,2479,1.0,1
HSPA8,CWC25,1128,593,0.99,1
HSPA8,CTD-3148I10.1,1128,585,1.0,1
HSPA8,SPTAN1,1128,2223,1.0,1
HSPA8,TUBA3D,1128,2482,1.0,1
HSPA8,HIPK1,1128,1089,1.0,1
HSPA8,AP3M2,1128,106,0.98,1
HSPA8,ARAF,1128,119,1.0,1
HSPA8,APOL1,1128,116,1.0,1
HSPA8,TUBA4A,1128,2483,1.0,1
HSPA8,TTLL3,1128,2470,1.0,1
HSPA8,AKAP9,1128,72,0.98,1
HSPA8,TUB,1128,2478,1.0,1
HSPA8,ARL3,1128,140,0.99,1
HSPA8,CYP2C8,1128,598,0.99,1
HSPA8,ARHGAP27,1128,128,1.0,1
HSPA8,FNBP1L,1128,923,0.99,1
HSPA8,YWHAH,1128,2636,1.0,1
HSPA8,TTLL9,1128,2476,1.0,1
HSPA8,Gtf2e2,1128,1061,0.99,1
HSPA8,TTLL11,1128,2469,1.0,1
HSPA8,FLOT2,1128,921,0.99,1
HSPA8,ANXA4,1128,104,1.0,1
HSPA8,TTLL4,1128,2471,1.0,1
HSPA8,CYB5D1,1128,594,0.99,1
HSPA8,HSPBP1,1128,1130,1.0,1
HSPA8,HCST,1128,1077,0.99,1
HSPA8,PRKACA,1128,1823,1.0,1
HSPA8,TUBB2A,1128,2485,0.99,1
HSPA8,ARL2BP,1128,139,0.99,1
HSPA8,HSPB11,1128,1129,1.0,1
HSPA8,DLC1,1128,665,0.98,1
HSPA8,TTLL8,1128,2475,1.0,1
HSPA8,TRIM46,1128,2431,1.0,1
HSPA8,HAUS1,1128,1067,1.0,1
HSPA8,TRIM73,1128,2434,0.99,1
HSPA8,HDDC3,1128,1080,1.0,1
HSPA8,TTLL5,1128,2472,1.0,1
PRKAR2B,HUWE1,1830,1134,0.98,1
PRKAR2B,HSP90B1,1830,1123,0.98,1
PRKAR2B,HSPA8,1830,1128,0.98,1
PRKAR2B,HDAC6,1830,1079,0.98,1
PRKAR2B,HSPA4L,1830,1126,0.98,1
PRKAR2B,HSP90AA1,1830,1120,0.98,1
PRKAR2B,HSPA5,1830,1127,0.98,1
PRKAR2B,HSPA12B,1830,1124,0.98,1
PRKAR2B,HSP90AB1,1830,1122,0.98,1
PRKAR2B,PRKACB,1830,1824,1.0,1
PRKAR2B,HSP90AA5P,1830,1121,0.98,1
PRKAR2B,HTT,1830,1133,0.98,1
PRKAR2B,HSPA1L,1830,1125,0.98,1
PRKAR2B,PRKACG,1830,1825,1.0,1
PRKAR2B,HSPBP1,1830,1130,0.98,1
PRKAR2B,PRKACA,1830,1823,1.0,1
PRKAR2B,HSPB11,1830,1129,0.98,1
PRKAR2B,HDDC3,1830,1080,0.98,1
AVIL,HSP90B1,188,1123,1.0,1
AVIL,GSTA2,188,1044,0.98,1
